p_id,session,age,group,corsi_acc_t,corsi_max_wm_t,totalsessions,trainingslope,Fssrtnr_t,ay_bx_error_t,PBI_error_t,cf_switch_acc_t,psedooneFArate_t,psedotwoFArate_t,stroop_error_t,flankerswitch_error_t,flank_inh_error_t
174,0,8.9250002,1,.5,7,29,-3.233067,266,0,0,3.8277512,0,.10714286,-.027777778,.13095242,.050000001
174,1,8.9250002,1,.5,7,29,-3.233067,219.22223,-.083333336,-.33333334,,,,,,
174,2,8.9250002,1,.5714286,7,29,-3.233067,285,.083333336,.33329782,7.6923065,,,,,
175,0,9.2749996,2,.35714287,5,,,146,.083333336,.33329782,0,.14285715,.071428575,.027777778,-.14285713,.10000001
175,1,9.2749996,2,,,,,,,,,,,,,
175,2,9.2749996,2,,,,,,,,,,,,,
176,0,9.1416664,2,.42857143,6,19,-3.1837249,260,,,-1.4354019,.035714287,0,.1388889,.29761907,.057894729
176,1,9.1416664,2,.5714286,,19,-3.1837249,128,-.16666667,-.59997439,-11.764709,,,,,
176,2,9.1416664,2,.5714286,7,19,-3.1837249,214.94118,.083333336,.33329782,,,,,,
177,0,7.4250002,1,.42857143,5,5,-9.2952166,290,0,0,-5.2631607,.17857143,.21428572,.083333336,-.13095242,-.052631587
177,1,7.4250002,1,,,5,-9.2952166,,,,0,,,,,
177,2,7.4250002,1,.5714286,7,5,-9.2952166,275.44446,0,0,0,,,,,
178,0,9.5027781,1,.35714287,5,13,5.8153648,288.23077,.25,.71426612,0,0,.14285715,.11111112,.46428573,0
178,1,9.5027781,1,.42857143,5,13,5.8153648,303.8421,0,0,,,,,,
178,2,9.5027781,1,.5,7,13,5.8153648,215.52942,.098484851,.37142858,15.384613,,,,,
179,0,6.188889,2,.42857143,5,2,-122.23504,303,0,0,12.918655,.071428575,.071428575,.083333336,.09523809,.050000001
179,1,6.188889,2,.46153846,5,2,-122.23504,,0,0,,,,,,
179,2,6.188889,2,.5,7,2,-122.23504,233.77777,.41666663,.55555552,3.6199036,,,,,
180,0,6.063889,2,.2857143,4,27,-8.0723743,179.84616,-.38636363,-.43589744,-10.526314,.10714286,.14285715,.1388889,.035714269,.050000001
180,1,6.063889,2,.42857143,5,27,-8.0723743,229,-.24999999,-.4285714,,,,,,
180,2,6.063889,2,.35714287,5,27,-8.0723743,291.11765,0,0,,,,,,
181,0,6.3083334,1,.42857143,5,,,310,.33333334,.777762,0,.60714287,.32142857,.027777778,.15476191,0
181,1,6.3083334,1,,,,,,,,,,,,,
181,2,6.3083334,1,,,,,,,,,,,,,
182,0,8.583333,2,.5,6,20,-6.5027471,207.61539,0,0,-2.8708191,0,0,.11111112,.19047618,-.15000001
182,1,8.583333,2,.5714286,7,20,-6.5027471,294.5,.083333336,.33329782,,,,,,
182,2,8.583333,2,.5,7,20,-6.5027471,152.77777,-.083333336,-.33329782,,,,,,
183,0,10.291667,2,.42857143,6,13,-10.994246,305,.083333336,.33329782,-1.4354019,.035714287,.071428575,.027777778,.22619045,0
183,1,10.291667,2,.46153846,6,13,-10.994246,225.76923,.083333336,.33329782,-5.8823547,,,,,
183,2,10.291667,2,.5,6,13,-10.994246,185.1579,.16666667,.59997439,-5.8823547,,,,,
184,0,7.3055553,1,.42857143,4,21,-52.071529,289,-.27272728,-.7349214,0,0,.25,0,-.09523809,.052631557
184,1,7.3055553,1,.5,6,21,-52.071529,249.05263,.83333337,.83333331,,,,,,
184,2,7.3055553,1,,,21,-52.071529,,,,,,,,,
185,0,10.061111,1,.5,7,19,-2.0112801,195,,,-15.789474,0,.035714287,0,.27380955,.01111111
185,1,10.061111,1,.5,6,19,-2.0112801,192.33333,-.098484851,-.37142858,0,,,,,
185,2,10.061111,1,,,19,-2.0112801,,,,,,,,,
186,0,8.833333,2,.5,5,8,-9.6172895,,-.083333328,-.19999999,-5.2631607,0,.071428575,.05555556,.16666669,.044736847
186,1,8.833333,2,.42857143,6,8,-9.6172895,269.82352,-.25,-.71426612,-5.8823547,,,,,
186,2,8.833333,2,.53846157,7,8,-9.6172895,249.66667,-.16666667,-.59997439,-4.072403,,,,,
187,0,9.8722219,2,.5,6,27,.35614523,286,0,0,16.746414,0,.035714287,.027777778,.40476194,.2
187,1,9.8722219,2,.5,7,27,.35614523,317.41177,.083333328,.19999999,-15.837105,,,,,
187,2,9.8722219,2,.62962961,,27,.35614523,252,.33333334,.777762,-2.2624435,,,,,
188,0,6.9888887,1,.35714287,4,4,31.870827,259,-.16666667,-.59997439,-5.2631607,.17857143,.17857143,0,.035714269,.0065789521
188,1,6.9888887,1,.42857143,6,4,31.870827,270,-.083333336,-.33329782,-11.764709,,,,,
188,2,6.9888887,1,,,4,31.870827,,,,,,,,,
189,0,10.288889,1,.5,6,9,-47.839989,228.76923,0,0,0,.035714287,.035714287,.027777784,.3214286,.25
189,1,10.288889,1,.5714286,7,9,-47.839989,114.33334,0,0,0,,,,,
189,2,10.288889,1,,,9,-47.839989,,,,,,,,,
190,0,10.066667,2,.5,6,9,-15.06741,158,.41666666,.81816858,-5.2631607,.10714286,.071428575,.027777778,.15476191,-.050000004
190,1,10.066667,2,.53846157,7,9,-15.06741,209.58824,-.083333336,-.33329782,23.07692,,,,,
190,2,10.066667,2,.5714286,7,9,-15.06741,118.44444,0,0,7.6923065,,,,,
191,0,9.7638893,1,.5714286,6,12,-21.623186,254.69231,.83333337,.83333331,0,.071428575,.071428575,.083333336,.40476194,.15000001
191,1,9.7638893,1,.5,7,12,-21.623186,190.52632,.083333336,.33333334,1.8099518,,,,,
191,2,9.7638893,1,.77272725,,12,-21.623186,257.88889,0,0,7.6923065,,,,,
192,0,8.7611113,1,.35714287,4,,,271.38461,-.083333336,-.33329782,-10.526314,0,0,0,.1785714,0
192,1,8.7611113,1,,,,,,,,,,,,,
192,2,8.7611113,1,,,,,,,,,,,,,
193,0,10.486111,2,.5,6,3,6.348897,236,0,0,9.0909119,.25,.14285715,.027777778,.33333331,0
193,1,10.486111,2,,,3,6.348897,,,,,,,,,
193,2,10.486111,2,,,3,6.348897,,,,,,,,,
194,0,10.372222,2,.5,6,11,4.1468205,316.46155,0,0,9.0909119,0,.10714286,.16666667,,
194,1,10.372222,2,,,11,4.1468205,,,,,,,,,
194,2,10.372222,2,,,11,4.1468205,,,,,,,,,
195,0,10.372222,2,.5714286,6,16,-3.260987,286,0,0,,0,.035714287,.027777778,.13095242,0
195,1,10.372222,2,,,16,-3.260987,,,,,,,,,
195,2,10.372222,2,,,16,-3.260987,,,,,,,,,
196,0,8.6083336,2,.42857143,5,,,197,-.083333336,-.33329782,,0,0,0,0,0
196,1,8.6083336,2,,,,,294,-.083333336,-.33329782,0,,,,,
196,2,8.6083336,2,,,,,227.66667,,,,,,,,
197,0,11.252778,1,.5,6,,,282.92307,-.33333331,-.66666663,-1.4354019,.035714287,.25,.05555556,.34523806,.2
197,1,11.252778,1,,,,,207.33333,.083333336,.33329782,0,,,,,
197,2,11.252778,1,.42857143,5,,,133.76471,-.24999999,-.4285714,15.384613,,,,,
198,0,11.566667,2,.5,7,,,,.16666667,.59997439,0,,,,,
198,1,11.566667,2,,,,,183.5,0,0,0,,,,,
198,2,11.566667,2,,,,,,,,,,,,,
199,0,9.5333338,2,.5,6,,,190.76471,.083333336,.33333334,-5.8823547,,,,,
199,1,9.5333338,2,,,,,165.17647,0,0,1.8099518,,,,,
199,2,9.5333338,2,,,,,230.75,-.083333336,-.33333334,7.6923065,,,,,
200,0,7.1805553,1,.42857143,5,,,,-.33333334,-.777762,9.0909119,0,.071428575,0,.11904758,.050000004
200,1,7.1805553,1,,,,,126.66666,,,,,,,,
200,2,7.1805553,1,,,,,,,,,,,,,
201,0,9.0694447,1,.42857143,5,30,-.026824117,115,0,0,9.0909119,0,.035714287,0,-.035714269,.1
201,1,9.0694447,1,.42857143,6,30,-.026824117,229.77777,.083333336,.33329782,,,,,,
201,2,9.0694447,1,.46153846,6,30,-.026824117,148.58824,0,0,7.6923065,,,,,
202,0,11.236111,2,.5714286,7,27,-1.0911419,278,-.083333336,-.33333334,,.035714287,.035714287,0,.41666669,0
202,1,11.236111,2,,,27,-1.0911419,,,,,,,,,
202,2,11.236111,2,,,27,-1.0911419,,,,,,,,,
203,0,7.7111111,2,.42857143,5,,,287,-.083333336,-.33329782,,.071428575,.071428575,.083333328,.21428573,.038888894
203,1,7.7111111,2,.42857143,5,,,236.47368,0,0,-11.764709,,,,,
203,2,7.7111111,2,.5714286,7,,,267,0,0,7.6923065,,,,,
204,0,11.152778,1,.5,6,32,-5.5398202,268,-.16666667,-.59997439,-5.8823547,,,,,
204,1,11.152778,1,,,32,-5.5398202,270.5,0,0,-5.8823547,,,,,
204,2,11.152778,1,.5,7,32,-5.5398202,175.29411,0,0,-11.764709,,,,,
205,0,,1,,,,,,,,,,,,,
205,1,,1,,,,,219.47368,.083333336,.33329782,-4.072403,,,,,
205,2,,1,.5714286,7,,,276.66666,-.083333336,-.33329782,-4.072403,,,,,
206,0,,1,,,,,,,,,,,,,
206,1,,1,,,,,,,,,,,,,
206,2,,1,,,,,,,,,,,,,
207,0,,1,,,,,,,,,,,,,
207,1,,1,,,,,,,,,,,,,
207,2,,1,,,,,,,,,,,,,
208,0,7.8444443,1,.5,5,34,-5.5799899,187.22223,.25,.71426612,-21.71946,,,,,
208,1,7.8444443,1,.42857143,5,34,-5.5799899,186.35294,0,0,0,,,,,
208,2,7.8444443,1,.46153846,5,34,-5.5799899,,-.16666667,-.59997439,9.5022583,,,,,
209,0,8.6416664,2,.42857143,5,33,-2.3639157,206.88889,-.083333336,-.33333334,,,,,,
209,1,8.6416664,2,.42857143,5,33,-2.3639157,221.77777,.14393938,.20879118,-6.3348465,,,,,
209,2,8.6416664,2,.42857143,5,33,-2.3639157,219.05263,.24999997,.27272725,-9.9547501,,,,,
210,0,8.666667,1,.42857143,5,,,,.083333336,.33329782,0,,,,,
210,1,8.666667,1,,,,,,-.33333334,-.777762,5.429863,,,,,
210,2,8.666667,1,.5,7,,,,-.16666667,-.59997439,7.6923065,,,,,
211,0,10.711111,1,.42857143,6,,,166,.25,.71426612,-21.71946,,,,,
211,1,10.711111,1,,,,,,,,,,,,,
211,2,10.711111,1,,,,,,,,,,,,,
212,0,7.7888889,1,.42857143,5,1,,237.05263,.46212122,.73493975,-4.072403,,,,,
212,1,7.7888889,1,,,1,,,,,,,,,,
212,2,7.7888889,1,,,1,,,,,,,,,,
213,0,11.875,1,.5714286,,25,-.64807278,132.57895,.16666667,.59997439,0,,,,,
213,1,11.875,1,.5714286,7,25,-.64807278,,-.083333336,-.33329782,-5.8823547,,,,,
213,2,11.875,1,.5714286,7,25,-.64807278,155.78947,-.083333336,-.33329782,0,,,,,
214,0,10.713889,2,.5,6,8,-14.046294,290.29413,-.16666667,-.59997439,3.6199036,,,,,
214,1,10.713889,2,,,8,-14.046294,177,-.083333328,-.19999999,23.07692,,,,,
214,2,10.713889,2,.5,7,8,-14.046294,206.25,-.083333336,-.33333334,-19.909508,,,,,
215,0,10.716666,2,.5,6,,,207.5,-.083333328,-.19999999,3.6199036,,,,,
215,1,10.716666,2,,,,,,,,,,,,,
215,2,10.716666,2,,,,,,,,,,,,,
216,0,8.7333336,2,.42857143,7,,,291.47058,-.25,-.71426612,1.8099518,,,,,
216,1,8.7333336,2,,,,,,,,,,,,,
216,2,8.7333336,2,,,,,,,,,,,,,
217,0,8.6861115,1,.5714286,7,4,-6.4987874,261,.16666667,.59997439,3.6199036,,,,,
217,1,8.6861115,1,,,4,-6.4987874,248.75,.083333336,.33329782,0,,,,,
217,2,8.6861115,1,,,4,-6.4987874,169.94737,,,,,,,,
218,0,,2,,,,,,,,,,,,,
218,1,,2,,,,,,,,,,,,,
218,2,,2,,,,,,,,,,,,,
219,0,,2,,,,,,,,,,,,,
219,1,,2,,,,,,,,,,,,,
219,2,,2,,,,,,,,,,,,,
220,0,,2,,,,,,,,,,,,,
220,1,,2,,,,,,,,,,,,,
220,2,,2,,,,,,,,,,,,,
221,0,9.0083332,1,.5714286,,7,-15.124452,255.33333,-.083333336,-.33329782,-5.8823547,,,,,
221,1,9.0083332,1,,,7,-15.124452,309.17648,0,0,1.8099518,,,,,
221,2,9.0083332,1,.66666669,,7,-15.124452,146,-.083333336,-.33329782,-5.8823547,,,,,
222,0,7.5138888,1,.42857143,5,22,-5.1182852,,.16666667,.33333334,15.384613,,,,,
222,1,7.5138888,1,,,22,-5.1182852,,,,,,,,,
222,2,7.5138888,1,,,22,-5.1182852,,,,,,,,,
223,0,8.6444445,1,.5714286,,1,,139.33333,.25,.71426612,,,,,,
223,1,8.6444445,1,,,1,,163.05882,.083333336,.33329782,1.8099518,,,,,
223,2,8.6444445,1,.5,7,1,,,0,0,1.8099518,,,,,
224,0,,2,,,,,,,,,,,,,
224,1,,2,,,,,,,,,,,,,
224,2,,2,,,,,,,,,,,,,
225,0,,1,,,,,,,,,,,,,
225,1,,1,,,,,,,,,,,,,
225,2,,1,,,,,,,,,,,,,
226,0,9.583333,1,.5714286,6,20,-4.4920306,236,-.083333336,-.33329782,-5.8823547,,,,,
226,1,9.583333,1,.5714286,7,20,-4.4920306,230.64706,.083333336,.33329782,9.5022583,,,,,
226,2,9.583333,1,.5,7,20,-4.4920306,190.05882,.083333336,.33329782,-4.072403,,,,,
227,0,,1,,,,,,,,,,,,,
227,1,,1,,,,,,,,,,,,,
227,2,,1,,,,,,,,,,,,,
228,0,11.388889,1,.42857143,6,17,-23.830997,229.55556,.083333336,.33329782,1.8099518,,,,,
228,1,11.388889,1,,,17,-23.830997,130.77777,.083333336,.33329782,7.6923065,,,,,
228,2,11.388889,1,.46153846,6,17,-23.830997,158.10527,0,0,-15.837105,,,,,
229,0,,1,,,,,,,,,,,,,
229,1,,1,,,,,,,,,,,,,
229,2,,1,,,,,,,,,,,,,
230,0,,1,,,,,,,,,,,,,
230,1,,1,,,,,,,,,,,,,
230,2,,1,,,,,,,,,,,,,
231,0,,2,,,,,,,,,,,,,
231,1,,2,,,,,,,,,,,,,
231,2,,2,,,,,,,,,,,,,
232,0,7.7638888,1,.5,6,,,298.36841,-.015151516,-.043478262,3.6199036,,,,,
232,1,7.7638888,1,,,,,157.1579,-.083333336,-.33329782,15.384613,,,,,
232,2,7.7638888,1,.5714286,7,,,210,0,0,0,,,,,
233,0,10.955556,2,.5,6,29,-5.1224551,178.77777,0,0,7.6923065,,,,,
233,1,10.955556,2,,,29,-5.1224551,181.21053,-.083333336,-.33333334,9.5022583,,,,,
233,2,10.955556,2,.5,7,29,-5.1224551,237.25,0,0,1.8099518,,,,,
234,0,,2,,,,,,,,,,,,,
234,1,,2,,,,,,,,,,,,,
234,2,,2,,,,,,,,,,,,,
235,0,,2,,,,,,,,,,,,,
235,1,,2,,,,,,,,,,,,,
235,2,,2,,,,,,,,,,,,,
236,0,,,,,,,,,,,,,,,
236,1,,,,,,,,,,,,,,,
236,2,,,,,,,,,,,,,,,
237,0,10.283334,2,.5714286,6,18,-9.3882065,144.73685,.16666667,.59997439,-5.8823547,,,,,
237,1,10.283334,2,,,18,-9.3882065,205.66667,.083333336,.33329782,0,,,,,
237,2,10.283334,2,.5714286,6,18,-9.3882065,131,.083333336,.33329782,-4.072403,,,,,
238,0,10.283334,2,.5,6,21,-2.4036951,198.11111,.25,.71426612,11.31221,,,,,
238,1,10.283334,2,,,21,-2.4036951,189,0,0,7.6923065,,,,,
238,2,10.283334,2,.5,7,21,-2.4036951,270.66666,.25,.71426612,1.8099518,,,,,
239,0,,,,,,,,,,,,,,,
239,1,,,,,,,,,,,,,,,
239,2,,,,,,,,,,,,,,,
240,0,,,,,,,,,,,,,,,
240,1,,,,,,,,,,,,,,,
240,2,,,,,,,,,,,,,,,
241,0,,,,,,,,,,,,,,,
241,1,,,,,,,,,,,,,,,
241,2,,,,,,,,,,,,,,,
242,0,,,,,,,,,,,,,,,
242,1,,,,,,,,,,,,,,,
242,2,,,,,,,,,,,,,,,
243,0,7.8333335,,,,,,,,,,,,,,
243,1,7.8333335,,,,,,,,,,,,,,
243,2,7.8333335,,,,,,,,,,,,,,
244,0,,,,,,,,,,,,,,,
244,1,,,,,,,,,,,,,,,
244,2,,,,,,,,,,,,,,,
245,0,,,,,,,,,,,,,,,
245,1,,,,,,,,,,,,,,,
245,2,,,,,,,,,,,,,,,
246,0,11.566667,1,.5,7,30,2.031147,198,-.083333336,-.33329782,7.6923065,,,,,
246,1,11.566667,1,,,30,2.031147,,,,,,,,,
246,2,11.566667,1,,,30,2.031147,,,,,,,,,
247,0,11.566667,1,.5,6,29,.86429584,169.55556,-.083333336,-.33329782,9.5022583,,,,,
247,1,11.566667,1,,,29,.86429584,147.88889,0,0,-2.2624435,,,,,
247,2,11.566667,1,.5,7,29,.86429584,295.94736,.16666666,.5,1.8099518,,,,,
248,0,,,,,,,,,,,,,,,
248,1,,,,,,,,,,,,,,,
248,2,,,,,,,,,,,,,,,
249,0,,,,,,,,,,,,,,,
249,1,,,,,,,,,,,,,,,
249,2,,,,,,,,,,,,,,,
250,0,9.0277777,1,.5,6,27,-4.0532274,267.63159,0,0,-5.8823547,,,,,
250,1,9.0277777,1,,,27,-4.0532274,133.78947,0,0,0,,,,,
250,2,9.0277777,1,.8125,,27,-4.0532274,144.44444,.083333336,.33329782,1.8099518,,,,,
251,0,8.8222218,2,.42857143,5,24,-15.90688,268,-.16666667,-.59997439,-5.8823547,,,,,
251,1,8.8222218,2,,,24,-15.90688,252.66667,0,0,15.384613,,,,,
251,2,8.8222218,2,.5714286,7,24,-15.90688,204,.083333336,.33333334,,,,,,
252,0,10.119445,2,.42857143,6,3,-109.45273,270.63159,-.083333336,-.33333334,7.6923065,,,,,
252,1,10.119445,2,.5,6,3,-109.45273,176.26315,.083333328,.19999999,3.6199036,,,,,
252,2,10.119445,2,.5714286,7,3,-109.45273,185.35294,0,0,9.5022583,,,,,
253,0,,,,,,,,,,,,,,,
253,1,,,,,,,,,,,,,,,
253,2,,,,,,,,,,,,,,,
254,0,,,,,,,,,,,,,,,
254,1,,,,,,,,,,,,,,,
254,2,,,,,,,,,,,,,,,
255,0,7.0138888,2,.42857143,6,31,-11.169564,252.73685,.16666666,.5,-17.647057,,,,,
255,1,7.0138888,2,,,31,-11.169564,,,,,,,,,
255,2,7.0138888,2,,,31,-11.169564,,,,,,,,,
256,0,6.9888887,1,.42857143,5,,,225,-.16666667,-.33333334,,,,,,
256,1,6.9888887,1,,,,,,,,,,,,,
256,2,6.9888887,1,,,,,,,,,,,,,
257,0,,,,,,,,,,,,,,,
257,1,,,,,,,,,,,,,,,
257,2,,,,,,,,,,,,,,,
258,0,9.2777777,2,.42857143,5,,,303.33334,.5,.60000002,,,,,,
258,1,9.2777777,2,,,,,,,,,,,,,
258,2,9.2777777,2,,,,,,,,,,,,,
259,0,7.1750002,2,.42857143,6,,,186.36842,.16666667,.59997439,,,,,,
259,1,7.1750002,2,,,,,,,,,,,,,
259,2,7.1750002,2,,,,,,,,,,,,,
260,0,11.247222,2,.5714286,7,17,6.2168479,236.94118,.083333328,.19999999,,,,,,
260,1,11.247222,2,.5714286,,17,6.2168479,,-.27272728,-.7349214,-5.8823547,,,,,
260,2,11.247222,2,.5714286,7,17,6.2168479,,-.083333336,-.33329782,3.6199036,,,,,
261,0,8.1750002,2,.42857143,5,29,14.135307,,.0075757578,.043478262,-4.072403,,,,,
261,1,8.1750002,2,.42857143,5,29,14.135307,204.17647,-.083333328,-.19999999,,,,,,
261,2,8.1750002,2,.5,6,29,14.135307,257.66666,-.083333343,-.14285716,,,,,,
262,0,9.0249996,2,.35714287,5,,,,-.18181819,-.5,-5.8823547,,,,,
262,1,9.0249996,2,,,,,145.22223,-.083333336,-.33329782,-4.072403,,,,,
262,2,9.0249996,2,.5,6,,,184.26315,.16666667,.59997439,-5.8823547,,,,,
263,0,11.258333,2,.42857143,6,,,366.44446,0,0,,,,,,
263,1,11.258333,2,,,,,,,,,,,,,
263,2,11.258333,2,.5,7,,,228.63158,0,0,-5.8823547,,,,,
264,0,,,,,,,,,,,,,,,
264,1,,,,,,,,,,,,,,,
264,2,,,,,,,,,,,,,,,
265,0,9.9694443,1,.5,7,,,241.77777,0,0,-11.764709,,,,,
265,1,9.9694443,1,,,,,,,,,,,,,
265,2,9.9694443,1,,,,,,,,,,,,,
,0,,,,,7,17.653389,,,,,,,,,
,1,,,,,7,17.653389,,,,,,,,,
,2,,,,,7,17.653389,,,,,,,,,
